genderpolicy_Response,gender,genderpolicy_2__Response,ResponseId
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1608
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1513
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,598
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1021
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1024
Don't know,m,Change my behavior causing me to cite more women,1560
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,247
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,391
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1548
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1510
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,908
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,791
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1713
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,87
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,149
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,936
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1616
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,392
Don't know,m,Change my behavior causing me to cite more women,223
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,130
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,388
