treatment,standardized,gender,Subfield,Rank,resp_gender,age,paradigm,contact_group,sample,ResponseId
rank_control,Michel Foucault,m,International/Global Security,Assistant Professor,f,41,Constructivism,Canada 2017,International,414
rank_control,Alexander Wendt,m,International Relations Theory,Full Professor,m,69,Constructivism,Canada 2017,International,195
rank_control,James Scott,m,International/Global Environmental Politics,Full Professor,m,50,Other,Canada 2017,International,74
rank_control,Sylvia T. Walby,NA,Other,Emeritus,f,NA,Other,Canada 2017,International,577
rank_control,Edward Said,m,Human Rights,Other,m,NA,Non-paradigmatic,Canada 2017,International,180
rank_control,Hedley Bull,m,International/Global Political Economy,Associate Professor,f,NA,Constructivism,Canada 2017,International,130
rank_control,G. John Ikenberry,m,Comparative Foreign Policy,NA,m,44,Other,Italy 2017,International,339
rank_control,Barry Buzan,m,International Relations Theory,NA,f,36,Constructivism,Italy 2017,International,327
rank_control,Alexander Wendt,m,Other (write your answer below),NA,m,NA,Other,Poland 2017,International,107
rank_control,Robert O. Keohane,m,International/Global Security,Assistant Professor,m,43,Realism,Turkey 2017,International,486
rank_control,John A. Vasquez,m,Other,Assistant Professor,m,NA,Other,Turkey 2017,International,254
rank_control,Noam Chomsky,m,Other,Assistant Professor,f,NA,Constructivism,Turkey 2017,International,363
rank_control,Alexander Wendt,m,International/Global Political Economy,Assistant Professor,m,NA,Constructivism,Turkey 2017,International,84
rank_control,Edward Hallett Carr,m,International/Global Political Economy,Assistant Professor,m,43,Other,Turkey 2017,International,6
rank_control,Alexander Wendt,m,International Organization(s),Assistant Professor,NA,39,Constructivism,Turkey 2017,International,324
rank_control,Robert O. Keohane,m,Comparative Foreign Policy,Full Professor,NA,45,Liberalism,Turkey 2017,International,191
rank_control,Alexander Wendt,m,International Relations of a particular region/country,Full Professor,f,44,Constructivism,Turkey 2017,International,105
rank_control,Peter J. Katzenstein,m,Other,Assistant Professor,f,37,Constructivism,Turkey 2017,International,225
rank_control,Alexander Wendt,m,NA,Associate Professor,f,42,Constructivism,Turkey 2017,International,551
rank_control,Peter J. Katzenstein,m,International/Global Political Economy,Full Professor,NA,60,Liberalism,Turkey 2017,International,418
rank_control,Margaret G. Hermann,f,Other,Associate Professor,f,42,Non-paradigmatic,Turkey 2017,International,549
rank_control,Cynthia Enloe,f,International/Global Security,Assistant Professor,f,NA,Other,Turkey 2017,International,411
rank_control,Susan Strange,f,Human Rights,Assistant Professor,f,NA,Constructivism,Turkey 2017,International,374
rank_control,Frank Schimmelfennig,m,NA,Associate Professor,f,NA,Realism,Turkey 2017,International,208
rank_control,Kenneth Waltz,m,I am not an IR scholar,Associate Professor,m,NA,Other,Turkey 2017,International,361
rank_control,Zbigniew Brzezinski,m,International/Global Ethics,NA,f,NA,Liberalism,Ukraine 2017,International,262
rank_control,Zbigniew Brzezinski,m,International/Global History,NA,m,NA,Realism,Ukraine 2017,International,207
rank_control,Anne-Marie Slaughter,f,International/Global Security,NA,m,NA,Realism,Ukraine 2017,International,524
rank_control,Henry Kissinger,m,NA,NA,NA,NA,NA,NA,International,1
rank_control,Kenneth Waltz,m,International Relations Theory,Other,m,NA,Other,Switzerland 2017,International,148
rank_control,Alexander Wendt,m,Gender in IR,Other,f,58,Other,Switzerland 2017,International,184
rank_control,Alexander Wendt,m,International Relations Theory,Other,m,NA,Other,Germany 2017,International,299
rank_control,Joseph S. Nye Jr.,m,International/Global Political Economy,Other,m,NA,Other,Germany 2017,International,526
rank_control,James Fearon,m,Other,Other,f,NA,Non-paradigmatic,Germany 2017,International,398
rank_control,Alexander Wendt,m,Human Rights,Other,f,NA,Other,Germany 2017,International,319
rank_control,Barry Buzan,m,Religion in IR,Other,f,34,Constructivism,Germany 2017,International,18
rank_control,Kenneth Waltz,m,International/Global Ethics,NA,NA,NA,Non-paradigmatic,Taiwan 2017,International,31
rank_control,Kenneth Waltz,m,International/Global Political Economy,Full Professor,m,NA,Constructivism,Hong Kong 2017,International,162
rank_control,Amitav Acharya,m,${e://Field/CountryAdj} Foreign Policy,Other,m,NA,Constructivism,Philippines 2017,International,196
rank_control,Alexander Wendt,m,Comparative Foreign Policy,Other,m,35,Constructivism,Israel 2017,International,122
rank_control,James C. Scott,m,Other,Assistant Professor,m,NA,Non-paradigmatic,Ireland 2017,International,481
rank_control,Martha Finnemore,f,International Relations of a particular region/country,Assistant Professor,f,36,Constructivism,Ireland 2017,International,71
rank_control,Beth A. Simmons,f,International/Global Security,NA,m,42,Liberalism,Israel 2017,International,21
rank_control,Alexander Wendt,m,International Relations Theory,NA,NA,NA,Constructivism,Israel 2017,International,17
rank_control,James N. Rosenau,m,International Relations of a particular region/country,NA,f,50,Liberalism,Israel 2017,International,537
rank_control,Alexander Wendt,m,International Relations Theory,NA,NA,NA,Non-paradigmatic,Denmark 2017,International,250
rank_control,Kenneth Waltz,m,Human Security,Other,m,45,Non-paradigmatic,Ireland 2017,International,282
rank_control,Benedict Anderson,m,Comparative Foreign Policy,Full Professor,m,NA,Other,Philippines 2017,International,134
rank_control,Morton Kaplan,m,International/Global Security,NA,f,NA,Other,Israel 2017,International,245
rank_control,Barry Buzan,m,International Relations Theory,Associate Professor,m,58,Other,Israel 2017,International,294
rank_control,Barry Buzan,m,Religion in IR,Associate Professor,m,NA,Other,Philippines 2017,International,559
rank_control,Robert O. Keohane,m,History of the international relations discipline,NA,m,NA,Liberalism,Philippines 2017,International,201
rank_control,C. Randall Henning,m,International/Global Political Economy,NA,m,50,Liberalism,Israel 2017,International,249
rank_control,Anthony Giddens,m,Other,Associate Professor,m,NA,Liberalism,Philippines 2017,International,289
rank_control,James Fearon,m,International/Global Political Economy,NA,m,42,Liberalism,Israel 2017,International,352
rank_control,Alexander Wendt,m,International/Global Political Economy,NA,m,39,Non-paradigmatic,Israel 2017,International,518
rank_control,John J. Mearsheimer,m,International Organization(s),Other,m,NA,Liberalism,Philippines 2017,International,72
rank_control,John J. Mearsheimer,m,International Organization(s),Other,m,NA,Liberalism,Philippines 2017,International,72
rank_control,Bruce Bueno de Mesquita,m,International/Global Security,Assistant Professor,m,NA,Non-paradigmatic,Ireland 2017,International,496
rank_control,James N. Rosenau,m,${e://Field/CountryAdj} Foreign Policy,Associate Professor,m,NA,Liberalism,Philippines 2017,International,221
rank_control,John G. Ruggie,m,Comparative Foreign Policy,Associate Professor,m,48,Constructivism,South Africa 2017,International,232
rank_control,Joseph S. Nye Jr.,m,Comparative Foreign Policy,Emeritus,f,NA,Liberalism,Philippines 2017,International,459
rank_control,Robert O. Keohane,m,European Studies/European Integration,Other,m,73,Constructivism,Ireland 2017,International,42
rank_control,Kenneth Waltz,m,${e://Field/CountryAdj} Foreign Policy,Assistant Professor,NA,42,Constructivism,South Africa 2017,International,168
rank_control,David Halberstam,NA,I am not an IR scholar,NA,f,NA,Constructivism,Philippines 2017,International,564
rank_control,Cynthia Enloe,f,International/Global Security,Associate Professor,f,40,Liberalism,New Zealand 2017,International,211
rank_control,John J. Mearsheimer,m,International Relations of a particular region/country,Assistant Professor,m,NA,Non-paradigmatic,Hong Kong 2017,International,325
rank_control,John J. Mearsheimer,m,International Relations of a particular region/country,Assistant Professor,m,NA,Non-paradigmatic,Hong Kong 2017,International,325
rank_control,Joseph S. Nye Jr.,m,International/Global Security,Assistant Professor,m,NA,Liberalism,Philippines 2017,International,448
rank_control,Thomas Risse,m,Human Rights,Other,m,NA,Constructivism,Netherlands 2017,International,382
rank_control,Noam Chomsky,m,Development studies,Other,m,NA,Other,Netherlands 2017,International,73
rank_control,Cynthia Weber,f,International Relations Theory,Assistant Professor,m,NA,Non-paradigmatic,Netherlands 2017,International,547
rank_control,Carol Cohn,f,Gender in IR,Assistant Professor,f,NA,Other,Netherlands 2017,International,499
rank_control,Barry Buzan,m,Other,Full Professor,m,NA,Constructivism,Netherlands 2017,International,215
rank_control,Michael N. Barnett,m,Comparative Foreign Policy,Full Professor,m,57,Liberalism,Netherlands 2017,International,443
rank_control,Alexander Wendt,m,History of the international relations discipline,Assistant Professor,f,NA,Constructivism,Netherlands 2017,International,346
rank_control,Susan Strange,f,Other,Other,f,NA,Other,Netherlands 2017,International,461
rank_control,Michel Foucault,m,Other,Other,NA,NA,Other,Sweden 2017,International,227
rank_control,Michael Hunt,m,U.S. Foreign Policy,Other,NA,NA,Other,Sweden 2017,International,391
rank_control,Francis Fukuyama,m,International Relations of a particular region/country,Assistant Professor,NA,40,Realism,Norway 2017,International,468
rank_control,Ole Waever,NA,Other,Other,NA,NA,Realism,Sweden 2017,International,446
rank_control,John J. Mearsheimer,m,International/Global Security,Full Professor,NA,NA,Realism,Sweden 2017,International,206
rank_control,John J. Mearsheimer,m,International/Global Security,Full Professor,NA,NA,Realism,Sweden 2017,International,206
rank_control,Robert W. Cox,m,International Relations Theory,Other,NA,NA,Non-paradigmatic,Denmark 2017,International,97
rank_control,Francis Fukuyama,m,Development studies,Associate Professor,m,NA,Liberalism,Norway 2017,International,128
rank_control,Martha Finnemore,f,International Organization(s),Assistant Professor,m,34,Liberalism,Netherlands 2017,International,404
rank_control,John J. Mearsheimer,m,International Relations Theory,Associate Professor,NA,NA,Other,Denmark 2017,International,561
rank_control,John J. Mearsheimer,m,International Relations Theory,Associate Professor,NA,NA,Other,Denmark 2017,International,561
rank_control,John J. Mearsheimer,m,International/Global Political Economy,Full Professor,NA,NA,Realism,Norway 2017,International,469
rank_control,John J. Mearsheimer,m,International/Global Political Economy,Full Professor,NA,NA,Realism,Norway 2017,International,469
rank_control,Lars-Erik Cederman,m,International/Global Security,Associate Professor,f,NA,Non-paradigmatic,United Kingdom 2017,International,548
rank_control,Amitav Acharya,m,Other,Full Professor,m,NA,Non-paradigmatic,Netherlands 2017,International,178
rank_control,Kenneth Waltz,m,European Studies/European Integration,Full Professor,f,52,Constructivism,United Kingdom 2017,International,189
rank_control,Andrew Moravcsik,m,European Studies/European Integration,Other,NA,NA,Liberalism,Netherlands 2017,International,492
rank_control,Cynthia Enloe,f,International Relations Theory,Associate Professor,m,42,Other,United Kingdom 2017,International,283
rank_control,Emanuel Adler,m,International/Global History,Assistant Professor,NA,NA,Other,United Kingdom 2017,International,558
rank_control,Peter Gourevitch,m,International/Global Political Economy,Associate Professor,f,40,Non-paradigmatic,United Kingdom 2017,International,402
rank_control,Joseph S. Nye Jr.,m,International/Global Security,Assistant Professor,m,NA,Realism,United Kingdom 2017,International,30
rank_control,Alexander Wendt,m,International/Global Security,Associate Professor,m,40,Liberalism,United Kingdom 2017,International,316
rank_control,Jurgen Habermas,m,International/Global Environmental Politics,Full Professor,f,50,Other,United Kingdom 2017,International,277
rank_control,Kenneth Waltz,m,Other,Associate Professor,m,61,Other,United Kingdom 2017,International,62
