treatment,standardized,gender,Country,Subfield,Rank,Ethnicity,resp_gender,age,paradigm,sample,ResponseId
rank_control,James Fearon,m,US,Human Rights,Associate Professor,1,m,NA,Non-paradigmatic,US,511
rank_control,James Fearon,m,US,International/Global Political Economy,Full Professor,1,m,NA,Non-paradigmatic,US,38
rank_control,James Fearon,m,US,International/Global Security,Assistant Professor,1,f,NA,Realism,US,219
rank_control,Steve Smith,m,non-US,Human Security,Full Professor,1,m,63,Other,US,117
rank_control,Robert O. Keohane,m,US,International/Global Political Economy,Other,1,m,74,Non-paradigmatic,US,739
rank_control,Alexander Wendt,m,US,Other,Assistant Professor,1,m,NA,Constructivism,US,654
rank_control,Alexander Wendt,m,US,International/Global Security,Associate Professor,1,m,49,Constructivism,US,649
rank_control,Robert W. Cox,m,NA,International/Global Security,Other,1,m,NA,Constructivism,US,419
rank_control,Adam Przeworski,m,US,Development Studies,Full Professor,1,m,NA,Realism,US,212
rank_control,Hersch Lauterpacht,m,NA,International/Global Security,Assistant Professor,0,f,NA,Constructivism,US,563
rank_control,Kenneth Waltz,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Liberalism,US,307
rank_control,John J. Mearsheimer,m,US,International Relations Theory,Associate Professor,1,m,NA,Realism,US,11
rank_control,David A. Lake,m,US,International Relations of a particular region/country,Associate Professor,1,m,44,Liberalism,US,10
rank_control,Robert Jervis,m,US,International/Global Security,Full Professor,1,m,NA,Liberalism,US,736
rank_control,James Fearon,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,46
rank_control,Joseph S. Nye Jr.,m,US,International/Global Security,Other,1,m,NA,Liberalism,US,725
rank_control,Bruce Cumings,m,US,U.S. Foreign Policy,Assistant Professor,1,m,NA,Non-paradigmatic,US,448
rank_control,James Fearon,m,US,International/Global Security,Associate Professor,1,m,NA,Realism,US,155
rank_control,Barry R. Posen,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,509
rank_control,Kathryn A. Sikkink,f,US,International/Global Political Economy,Assistant Professor,0,f,NA,Non-paradigmatic,US,702
rank_control,Kenneth Waltz,m,US,European Studies/European Integration,Full Professor,1,m,57,Other,US,512
rank_control,Kenneth Waltz,m,US,Development Studies,Associate Professor,1,m,NA,Non-paradigmatic,US,329
rank_control,Stephen Walker,m,US,Comparative Foreign Policy,Full Professor,1,f,NA,Other,US,718
rank_control,Stephen M. Walt,m,US,International/Global Security,Other,1,m,NA,Liberalism,US,720
rank_control,Robert O. Keohane,m,US,International/Global Security,Associate Professor,1,m,NA,Non-paradigmatic,US,659
rank_control,Kenneth Waltz,m,US,Other,Full Professor,1,m,NA,Non-paradigmatic,US,218
rank_control,Stephen D. Biddle,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,72
rank_control,Kenneth Waltz,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,586
rank_control,Kenneth Waltz,m,US,Other,Full Professor,1,f,NA,Realism,US,562
rank_control,Kenneth Waltz,m,US,Other,Associate Professor,1,f,NA,Other,US,529
rank_control,Erica Chenoweth,f,US,Other,Assistant Professor,1,m,NA,Non-paradigmatic,US,40
rank_control,Bruce Bueno de Mesquita,m,US,Other,Full Professor,1,m,NA,Other,US,387
rank_control,junk,,NA,Other,Full Professor,1,m,NA,Other,US,136
rank_control,John J. Mearsheimer,m,US,International/Global Security,Other,1,f,NA,Realism,US,728
rank_control,Robert O. Keohane,m,US,International/Global Political Economy,Assistant Professor,0,m,NA,Realism,US,284
rank_control,Thomas Oatley,m,US,Development Studies,Full Professor,0,f,NA,Liberalism,US,115
rank_control,Robert O. Keohane,m,US,Development Studies,Associate Professor,1,m,NA,Liberalism,US,427
rank_control,Robert O. Keohane,m,US,European Studies/European Integration,Full Professor,1,m,60,Liberalism,US,197
rank_control,Paul Collier,m,US,NA,NA,NA,NA,NA,NA,US,504
rank_control,Martha Finnemore,f,US,International/Global History,Associate Professor,1,m,NA,Constructivism,US,106
rank_control,Daniel Maxwell,m,NA,Other,Other,1,f,NA,Non-paradigmatic,US,662
rank_control,Elinor Ostrom,f,NA,European Studies/European Integration,Assistant Professor,1,f,NA,Other,US,39
rank_control,David A. Lake,m,US,Human Rights,Other,1,f,37,Non-paradigmatic,US,605
rank_control,Andrew Moravcsik,m,US,European Studies/European Integration,Assistant Professor,1,m,NA,Liberalism,US,647
rank_control,Brent J. Steele,m,US,International Organization(s),Associate Professor,0,m,NA,Constructivism,US,150
rank_control,Alexander Wendt,m,US,International/Global Security,Other,1,m,NA,Other,US,489
rank_control,Kathryn A. Sikkink,f,US,International Law,Full Professor,1,f,NA,Constructivism,US,167
rank_control,David A. Lake,m,US,International/Global Security,Associate Professor,1,m,NA,Liberalism,US,178
rank_control,Robert O. Keohane,m,US,International/Global Political Economy,Full Professor,1,m,80,Non-paradigmatic,US,414
rank_control,Hans Morgenthau,m,NA,European Studies/European Integration,Full Professor,1,m,54,Realism,US,655
rank_control,Johan Galtung,m,non-US,Human Security,Full Professor,1,m,NA,Constructivism,US,496
rank_control,Immanuel Wallerstein,m,US,Development Studies,Assistant Professor,0,f,NA,Other,US,299
rank_control,Kenneth Waltz,m,US,International/Global Security,Other,1,f,NA,Non-paradigmatic,US,602
rank_control,James Fearon,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,242
rank_control,Beth A. Simmons,f,US,Other,Full Professor,1,f,48,Liberalism,US,412
rank_control,James Fearon,m,US,Other,Associate Professor,1,m,NA,NA,US,741
rank_control,Robert Putnam,m,NA,International/Global Security,Associate Professor,0,f,NA,Non-paradigmatic,US,516
rank_control,Martha Finnemore,f,US,International/Global Security,Other,1,f,NA,Realism,US,423
rank_control,Christine Sylvester,f,non-US,International Relations Theory,Full Professor,1,f,NA,Realism,US,723
rank_control,Samuel P. Huntington,m,US,Other,Other,1,m,NA,Realism,US,22
rank_control,Stephen M. Walt,m,US,Other,Other,1,m,NA,Realism,US,207
rank_control,Christian Davenport,m,US,International/Global Security,Assistant Professor,1,m,NA,Liberalism,US,441
rank_control,Daniel Drezner,m,US,I am not an IR scholar,Assistant Professor,1,f,NA,Other,US,533
rank_control,Alexander Wendt,m,US,International Relations Theory,Assistant Professor,1,m,NA,Other,US,181
rank_control,Joseph S. Nye Jr.,m,US,Comparative Foreign Policy,Full Professor,0,f,NA,Liberalism,US,152
rank_control,John J. Mearsheimer,m,US,International Relations Theory,Assistant Professor,0,f,NA,Other,US,600
rank_control,Robert W. Cox,m,NA,I am not an IR scholar,Associate Professor,0,m,NA,Other,US,142
rank_control,James Fearon,m,US,International Organization(s),Full Professor,1,m,NA,Liberalism,US,438
rank_control,Karl W. Deutsch,m,NA,U.S. Foreign Policy,Full Professor,1,m,NA,Other,US,550
rank_control,Alexander Wendt,m,US,U.S. Foreign Policy,Full Professor,1,f,NA,Constructivism,US,392
rank_control,Alexander Wendt,m,US,International Organization(s),Full Professor,0,m,NA,Constructivism,US,36
rank_control,James Fearon,m,US,International/Global Security,Assistant Professor,1,f,NA,Non-paradigmatic,US,706
rank_control,David A. Lake,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,746
rank_control,Bruce Martin Russett,m,US,International Relations Theory,Other,0,m,NA,Liberalism,US,768
rank_control,Kenneth Waltz,m,US,I am not an IR scholar,Full Professor,0,m,NA,Non-paradigmatic,US,185
rank_control,Helen V. Milner,f,US,International/Global Political Economy,Associate Professor,1,f,NA,Non-paradigmatic,US,623
rank_control,G. John Ikenberry,m,US,International Relations Theory,Full Professor,1,m,NA,Realism,US,34
rank_control,Richard N. Haass,m,NA,International/Global Political Economy,Assistant Professor,0,f,NA,Liberalism,US,395
rank_control,Stephen M. Walt,m,US,I am not an IR scholar,Assistant Professor,0,f,NA,Non-paradigmatic,US,24
rank_control,Robert Jervis,m,US,Other,Full Professor,1,m,NA,Other,US,460
rank_control,Robert Putnam,m,NA,I am not an IR scholar,Associate Professor,1,f,NA,Non-paradigmatic,US,682
rank_control,Alexander Wendt,m,US,I am not an IR scholar,Associate Professor,1,m,NA,Non-paradigmatic,US,667
rank_control,Peter M. Haas,m,US,International/Global Environmental Politics,Assistant Professor,0,f,NA,Constructivism,US,256
rank_control,Kathryn A. Sikkink,f,US,Human Rights,Assistant Professor,1,m,NA,Non-paradigmatic,US,495
rank_control,G. John Ikenberry,m,US,International Relations Theory,Assistant Professor,1,m,NA,Realism,US,604
rank_control,Joseph S. Nye Jr.,m,US,International/Global Security,Other,0,m,NA,Realism,US,126
rank_control,Thomas L. Friedman,m,NA,International Relations of a particular region/country,Assistant Professor,0,f,NA,Liberalism,US,631
rank_control,Henry Kissinger,m,NA,International/Global Security,Full Professor,1,m,NA,Constructivism,US,407
rank_control,Joshua David Kertzer,m,US,International/Global Security,Other,0,f,NA,Non-paradigmatic,US,494
rank_control,Robert O. Keohane,m,US,International/Global Political Economy,Full Professor,1,m,NA,Liberalism,US,211
rank_control,Kenneth Waltz,m,US,International/Global Security,Full Professor,1,m,NA,Liberalism,US,67
rank_control,Daniel Drezner,m,US,International/Global Security,Other,1,f,NA,Constructivism,US,673
rank_control,Esther Duflo,f,NA,International/Global Political Economy,Full Professor,1,m,NA,Non-paradigmatic,US,531
rank_control,Joshua S. Goldstein,m,US,International Relations Theory,Other,1,m,NA,Realism,US,144
rank_control,Joseph S. Nye Jr.,m,US,Other,Associate Professor,1,m,NA,Constructivism,US,162
rank_control,Immanuel Wallerstein,m,US,International/Global Political Economy,Assistant Professor,1,f,NA,Other,US,28
rank_control,Edward Said,m,NA,Global Civil Society,Other,1,m,NA,Constructivism,US,276
rank_control,Dani Rodrik,m,NA,International/Global Political Economy,Associate Professor,0,m,52,Liberalism,US,230
rank_control,Alexander Wendt,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Liberalism,US,31
rank_control,Robert Gilpin,m,US,NA,NA,NA,NA,NA,NA,US,375
rank_control,James Fearon,m,US,Other,Full Professor,1,m,NA,Non-paradigmatic,US,338
rank_control,Kenneth Waltz,m,US,International/Global Political Economy,Assistant Professor,0,f,NA,Other,US,534
rank_control,Bruce Bueno de Mesquita,m,US,Other,Full Professor,0,f,NA,Other,US,101
rank_control,John J. Mearsheimer,m,US,Other,Associate Professor,0,f,NA,Non-paradigmatic,US,599
rank_control,Robert Vitalis,m,US,International/Global Political Economy,Associate Professor,0,m,NA,Other,US,386
rank_control,Kenneth Waltz,m,US,International/Global Security,Associate Professor,1,m,NA,Realism,US,311
rank_control,Robert O. Keohane,m,US,International/Global Environmental Politics,Full Professor,1,f,NA,Non-paradigmatic,US,762
rank_control,Samuel P. Huntington,m,US,Other,Full Professor,0,m,NA,Constructivism,US,505
rank_control,Cynthia Enloe,f,US,International/Global Security,Full Professor,1,f,NA,Constructivism,US,221
rank_control,Elinor Ostrom,f,NA,International/Global Environmental Politics,Full Professor,1,f,NA,Other,US,536
rank_control,Bruce Bueno de Mesquita,m,US,International Relations Theory,Other,0,m,53,NA,US,695
rank_control,Lisa L. Martin,f,US,International/Global Political Economy,Associate Professor,0,f,NA,Non-paradigmatic,US,617
rank_control,Rudolph Joseph Rummel,m,US,Other,Other,0,m,NA,Other,US,59
rank_control,Alexander Wendt,m,US,I am not an IR scholar,Assistant Professor,1,m,NA,Other,US,598
rank_control,Bruce Bueno de Mesquita,m,US,U.S. Foreign Policy,Full Professor,0,m,NA,Liberalism,US,614
rank_control,Scott D. Sagan,m,US,International/Global Security,Assistant Professor,1,f,NA,Realism,US,715
rank_control,Paul K. Huth,m,US,Other,Assistant Professor,1,m,NA,Non-paradigmatic,US,134
rank_control,James N. Rosenau,m,US,Human Security,Other,1,f,NA,Non-paradigmatic,US,732
rank_control,Bruce Martin Russett,m,US,Human Security,Full Professor,0,f,NA,Other,US,182
rank_control,Samuel P. Huntington,m,US,International/Global Security,Associate Professor,1,m,NA,Liberalism,US,292
rank_control,Ernst Haas,m,US,U.S. Foreign Policy,Emeritus,1,m,NA,Realism,US,303
rank_control,Robert O. Keohane,m,US,Human Rights,Associate Professor,1,f,NA,Constructivism,US,285
rank_control,Hans Morgenthau,m,NA,Other,Other,1,m,NA,Realism,US,343
rank_control,Beth A. Simmons,f,US,Religion in IR,Assistant Professor,1,m,NA,Constructivism,US,320
rank_control,Jonathan Kirshner,m,US,International/Global Security,Assistant Professor,0,f,NA,Non-paradigmatic,US,468
rank_control,Ted R. Gurr,m,US,Other,Full Professor,1,f,NA,Realism,US,579
rank_control,Kenneth Waltz,m,US,Development Studies,Associate Professor,0,m,50,Realism,US,166
rank_control,Amartya Sen,m,non-US,Development Studies,Assistant Professor,1,f,NA,Constructivism,US,396
rank_control,Helen V. Milner,f,US,International/Global Security,Assistant Professor,1,f,NA,Non-paradigmatic,US,694
rank_control,R. B. J. Walker,m,non-US,International Relations Theory,Full Professor,1,m,59,Other,US,110
rank_control,Stephen D. Krasner,m,US,International/Global Security,Associate Professor,0,m,46,Liberalism,US,288
rank_control,Paul Kennedy,m,US,International/Global Security,Full Professor,0,m,69,Liberalism,US,95
rank_control,Bruce Bueno de Mesquita,m,US,International/Global Security,Full Professor,1,m,NA,Other,US,733
rank_control,Beth A. Simmons,f,US,Other,Full Professor,1,m,NA,Non-paradigmatic,US,609
rank_control,Michael N. Barnett,m,US,International Relations Theory,Assistant Professor,1,m,40,Constructivism,US,369
rank_control,Stephen D. Krasner,m,US,International Relations Theory,Full Professor,1,m,57,Liberalism,US,704
rank_control,James Fearon,m,US,International/Global Security,Associate Professor,1,m,NA,Other,US,107
rank_control,John J. Mearsheimer,m,US,International Relations Theory,Full Professor,1,m,54,Constructivism,US,571
rank_control,James Fearon,m,US,International Relations Theory,Associate Professor,1,m,NA,Constructivism,US,577
rank_control,Stephen M. Walt,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,56
rank_control,Robert Jervis,m,US,International Organization(s),Associate Professor,0,f,56,Liberalism,US,757
rank_control,Kathryn A. Sikkink,f,US,U.S. Foreign Policy,Assistant Professor,1,m,NA,Liberalism,US,425
rank_control,Paul R. Pillar,m,US,Other,Emeritus,1,m,85,Constructivism,US,435
rank_control,Bruce Bueno de Mesquita,m,US,International/Global Security,Associate Professor,1,m,NA,Non-paradigmatic,US,249
rank_control,Alexander Wendt,m,US,International/Global Security,Associate Professor,1,m,49,Non-paradigmatic,US,688
rank_control,Robert O. Keohane,m,US,International/Global Environmental Politics,Associate Professor,1,m,NA,Other,US,650
rank_control,Stephen D. Biddle,m,US,International/Global Security,Associate Professor,1,m,NA,Realism,US,692
rank_control,Daniel Drezner,m,US,International/Global Political Economy,Assistant Professor,1,f,40,Constructivism,US,189
rank_control,Jennifer Sterling-Folker,f,US,International/Global Health,Associate Professor,1,f,NA,Constructivism,US,500
rank_control,John J. Mearsheimer,m,US,U.S. Foreign Policy,Full Professor,1,m,52,Realism,US,374
rank_control,Hans Morgenthau,m,NA,Other,Full Professor,1,m,NA,Constructivism,US,289
rank_control,James Fearon,m,US,International/Global Security,Associate Professor,1,f,38,Non-paradigmatic,US,62
rank_control,John J. Mearsheimer,m,US,International/Global Security,Full Professor,1,m,54,Liberalism,US,543
rank_control,Jeffry Alan Frieden,m,US,International/Global Political Economy,Assistant Professor,1,f,NA,Liberalism,US,593
